order_id,order_date,region,product_category,sales_channel,customer_name,units_sold,unit_price,discount_pct,revenue
103317,2024-01-07,Latin America,Office Supplies,Retail Store,Angela Ramirez,11,26.21,20,230.65
101901,2024-01-07,Latin America,Home & Garden,Online,Mr. Bryan Mckinney,12,252.78,10,2730.02
104900,2024-01-08,Latin America,Office Supplies,Partner Reseller,Nancy Rice,12,122.34,0,1468.08
103912,2024-01-08,Europe,Office Supplies,Partner Reseller,Tiffany Sanchez,11,137.17,0,1508.87
105339,2024-01-08,Europe,Apparel,Retail Store,Monica Cline,2,41.78,0,83.56
101168,2024-01-08,Middle East & Africa,Apparel,Retail Store,Timothy Monroe,7,138.59,15,824.61
104503,2024-01-08,Asia Pacific,Electronics,Partner Reseller,Edwin Munoz,5,435.93,0,2179.65
100128,2024-01-09,Asia Pacific,Home & Garden,Retail Store,Cameron Fisher,6,202.71,20,973.01
103744,2024-01-09,Middle East & Africa,Apparel,Retail Store,Patrick Norris,1,105.27,5,100.01
105947,2024-01-09,Middle East & Africa,Apparel,Online,Julia Parsons,12,134.85,5,1537.29
105235,2024-01-09,Latin America,Electronics,Retail Store,Robert Thompson,10,839.2,15,7133.2
104770,2024-01-09,Europe,Home & Garden,Online,Jesse Poole,6,292.56,15,1492.06
101515,2024-01-10,Asia Pacific,Office Supplies,Retail Store,Laura Velez,12,171.42,15,1748.48
105862,2024-01-10,Asia Pacific,Apparel,Online,Mark Santos,3,105.87,0,317.61
102761,2024-01-10,Latin America,Home & Garden,Online,Scott Meza,12,47.19,20,453.02
102295,2024-01-10,Asia Pacific,Electronics,Partner Reseller,Kelly Wright,6,457.23,10,2469.04
103107,2024-01-11,Latin America,Home & Garden,Retail Store,Luke Johnson,2,72.49,0,144.98
102528,2024-01-11,Latin America,Sporting Goods,Online,Benjamin Neal,9,331.22,5,2831.93
103098,2024-01-11,Europe,Home & Garden,Retail Store,Mason Chase,8,360.37,0,2882.96
105383,2024-01-11,North America,Electronics,Partner Reseller,Michael Garcia,10,482.06,10,4338.54
102818,2024-01-11,Latin America,Apparel,Retail Store,Derrick Ramirez,6,28.53,15,145.5
103313,2024-01-11,Asia Pacific,Sporting Goods,Online,Robert Thomas,10,210.96,0,2109.6
105857,2024-01-11,Europe,Apparel,Partner Reseller,Amanda Hodge,7,89.43,0,626.01
102692,2024-01-12,Europe,Sporting Goods,Online,Michelle Ellis,4,330.99,0,1323.96
101283,2024-01-12,North America,Electronics,Partner Reseller,Jesse Williams,12,511.06,0,6132.72
105474,2024-01-12,North America,Sporting Goods,Online,Elizabeth Miller,2,212.22,0,424.44
100205,2024-01-12,Middle East & Africa,Apparel,Online,David Martinez,5,84.32,20,337.28
101886,2024-01-12,Asia Pacific,Apparel,Online,Mark Dalton,6,25.0,15,127.5
104756,2024-01-12,Middle East & Africa,Office Supplies,Retail Store,Cynthia Williams,7,108.65,15,646.47
104687,2024-01-13,Asia Pacific,Apparel,Partner Reseller,Abigail Mills MD,5,63.69,0,318.45
103710,2024-01-13,Latin America,Home & Garden,Online,Heidi Moran,8,164.54,20,1053.06
105301,2024-01-13,North America,Electronics,Online,Rachel Henderson,6,1057.8,20,5077.44
103271,2024-01-13,North America,Sporting Goods,Online,Todd Nielsen,3,148.54,15,378.78
102349,2024-01-13,Asia Pacific,Apparel,Retail Store,Christina Faulkner,12,69.52,0,834.24
103964,2024-01-14,Europe,Electronics,Partner Reseller,Melody Castro,10,1035.72,0,10357.2
100456,2024-01-14,Europe,Office Supplies,Partner Reseller,Dustin Gallegos,7,142.23,0,995.61
102977,2024-01-14,Middle East & Africa,Office Supplies,Partner Reseller,Roberto Smith,2,172.45,0,344.9
100945,2024-01-14,North America,Sporting Goods,Retail Store,Paula Brown,5,377.4,0,1887.0
101264,2024-01-14,Asia Pacific,Home & Garden,Online,Ian Torres,6,314.91,0,1889.46
103782,2024-01-14,Middle East & Africa,Electronics,Online,Christine Moran,6,83.36,0,500.16
101743,2024-01-14,Latin America,Apparel,Online,Ann Kennedy,6,28.8,15,146.88
100407,2024-01-14,Middle East & Africa,Office Supplies,Partner Reseller,Jeremy Turner,3,101.31,20,243.14
105069,2024-01-15,Latin America,Sporting Goods,Retail Store,Brian Daniel,1,279.92,15,237.93
101799,2024-01-15,Middle East & Africa,Sporting Goods,Retail Store,Martin Fitzpatrick,8,100.67,0,805.36
102817,2024-01-15,Latin America,Apparel,Retail Store,Jordan Schneider,9,61.35,20,441.72
103007,2024-01-15,Europe,Home & Garden,Online,Ronnie Martinez,1,62.32,0,62.32
100470,2024-01-15,North America,Office Supplies,Partner Reseller,Veronica King,1,112.57,0,112.57
102360,2024-01-15,Asia Pacific,Sporting Goods,Online,Jeffrey Bishop,6,169.5,20,813.6
102224,2024-01-15,North America,Home & Garden,Partner Reseller,Michelle Petty,10,205.02,10,1845.18
101752,2024-01-15,Asia Pacific,Office Supplies,Retail Store,Anthony Mooney,11,92.41,0,1016.51
104812,2024-01-16,North America,Home & Garden,Partner Reseller,Holly Underwood,5,283.69,10,1276.61
100898,2024-01-16,Latin America,Home & Garden,Online,Kevin Snyder,9,174.09,5,1488.47
100840,2024-01-16,Europe,Office Supplies,Partner Reseller,Casey Perez,12,47.87,5,545.72
104155,2024-01-16,North America,Office Supplies,Online,William Weber,6,68.9,10,372.06
105990,2024-01-16,Middle East & Africa,Apparel,Retail Store,Thomas Wells,4,96.58,0,386.32
102131,2024-01-16,Middle East & Africa,Sporting Goods,Partner Reseller,David Davis,2,208.12,0,416.24
104546,2024-01-17,Middle East & Africa,Apparel,Online,William Esparza,7,76.73,20,429.69
104096,2024-01-17,Latin America,Apparel,Partner Reseller,Maria Campbell,3,125.57,0,376.71
105985,2024-01-17,Middle East & Africa,Office Supplies,Retail Store,Logan Golden,4,184.09,10,662.72
103117,2024-01-17,Europe,Home & Garden,Online,Nicole Barron,8,212.42,0,1699.36
100563,2024-01-18,Latin America,Home & Garden,Retail Store,Veronica Silva,6,205.47,20,986.26
100332,2024-01-18,North America,Home & Garden,Retail Store,Jordan Bates,11,341.74,20,3007.31
105346,2024-01-18,Asia Pacific,Electronics,Retail Store,Luke Alexander,9,854.93,0,7694.37
102533,2024-01-18,North America,Sporting Goods,Online,Dana Dodson,6,320.67,10,1731.62
103419,2024-01-18,Asia Pacific,Home & Garden,Partner Reseller,Jonathon Hill,11,260.75,0,2868.25
102682,2024-01-18,Europe,Apparel,Retail Store,Ronald Clark,8,129.84,0,1038.72
100244,2024-01-19,Asia Pacific,Office Supplies,Online,Shannon Rivera,5,76.67,10,345.02
103087,2024-01-19,Latin America,Electronics,Retail Store,Barbara Flores,1,947.96,5,900.56
103066,2024-01-19,Latin America,Sporting Goods,Retail Store,Tammy Lee,10,180.34,5,1713.23
104135,2024-01-20,North America,Electronics,Retail Store,Miss Stephanie Cherry,5,338.64,0,1693.2
105843,2024-01-20,Latin America,Electronics,Retail Store,Melissa Parker,7,116.97,20,655.03
100171,2024-01-20,Europe,Electronics,Online,Darlene Miller,2,596.82,15,1014.59
105133,2024-01-20,Middle East & Africa,Apparel,Partner Reseller,Sierra Moses,8,10.34,10,74.45
103945,2024-01-20,Europe,Home & Garden,Partner Reseller,Teresa Li,11,377.17,10,3733.98
104055,2024-01-20,Asia Pacific,Office Supplies,Partner Reseller,Michael Glass,11,105.3,15,984.55
105784,2024-01-21,Europe,Office Supplies,Retail Store,Darrell Simmons,7,137.94,20,772.46
105981,2024-01-21,Middle East & Africa,Sporting Goods,Online,Kelly Romero,1,343.18,20,274.54
105638,2024-01-21,Latin America,Office Supplies,Partner Reseller,Krista White,1,193.38,15,164.37
102703,2024-01-21,Latin America,Electronics,Partner Reseller,Marissa Bennett,3,1147.54,0,3442.62
103263,2024-01-22,North America,Office Supplies,Online,Andrea Lopez,11,144.29,5,1507.83
101513,2024-01-22,Latin America,Electronics,Retail Store,Morgan Cummings,12,260.69,0,3128.28
100371,2024-01-22,Asia Pacific,Apparel,Retail Store,Debra White,6,116.94,0,701.64
102212,2024-01-22,Middle East & Africa,Sporting Goods,Retail Store,Mr. William Ward,4,111.27,10,400.57
101073,2024-01-22,North America,Office Supplies,Partner Reseller,David Stokes,10,125.3,10,1127.7
100936,2024-01-22,Asia Pacific,Home & Garden,Retail Store,Amanda Harvey,10,118.72,0,1187.2
100794,2024-01-22,North America,Office Supplies,Partner Reseller,Jerry Brown,10,187.39,5,1780.2
102708,2024-01-22,Latin America,Apparel,Retail Store,Katrina Johnson,11,85.38,0,939.18
102516,2024-01-23,North America,Apparel,Partner Reseller,Michael Dawson,2,99.88,5,189.77
101746,2024-01-23,Europe,Home & Garden,Retail Store,Greg Osborne,7,249.1,10,1569.33
103689,2024-01-23,Middle East & Africa,Home & Garden,Online,Jennifer Fields,2,79.6,0,159.2
103470,2024-01-23,Latin America,Home & Garden,Online,Allison Hill,1,347.15,0,347.15
103223,2024-01-23,Middle East & Africa,Home & Garden,Partner Reseller,Dr. Sarah Payne,2,25.36,15,43.11
105942,2024-01-24,Latin America,Electronics,Retail Store,Rebecca Lowery,8,453.16,20,2900.22
100640,2024-01-24,Middle East & Africa,Home & Garden,Online,Michael Stanley,9,257.84,20,1856.45
102685,2024-01-24,Middle East & Africa,Apparel,Retail Store,Mr. William Hopkins,9,115.95,0,1043.55
105858,2024-01-24,North America,Sporting Goods,Retail Store,Jason Gomez,10,459.54,5,4365.63
100882,2024-01-24,Europe,Home & Garden,Partner Reseller,Laura Jones,10,334.69,0,3346.9
101813,2024-01-25,Middle East & Africa,Sporting Goods,Online,Mark Moss,5,171.64,20,686.56
104234,2024-01-25,Europe,Home & Garden,Partner Reseller,Miss Kimberly Holloway,5,209.68,10,943.56
100010,2024-01-25,North America,Sporting Goods,Retail Store,Monica Herrera,11,153.43,20,1350.18
104551,2024-01-25,Middle East & Africa,Home & Garden,Online,Heidi Newton,12,81.39,0,976.68
102018,2024-01-26,Middle East & Africa,Sporting Goods,Retail Store,Amy Hester,4,429.84,5,1633.39
105172,2024-01-26,Asia Pacific,Home & Garden,Retail Store,Christina Smith,10,43.09,0,430.9
101049,2024-01-26,North America,Apparel,Retail Store,Megan Adams,2,107.13,0,214.26
104326,2024-01-27,Latin America,Apparel,Online,Sarah Berry,3,106.44,5,303.35
100925,2024-01-27,Europe,Home & Garden,Partner Reseller,Brenda Smith,4,207.11,0,828.44
103412,2024-01-27,North America,Office Supplies,Retail Store,Tom Duncan,9,67.06,0,603.54
103161,2024-01-27,North America,Office Supplies,Partner Reseller,Carol Thomas,8,75.94,0,607.52
104519,2024-01-27,Europe,Apparel,Partner Reseller,Michael Nelson,4,52.72,20,168.7
105293,2024-01-27,Latin America,Sporting Goods,Partner Reseller,Anna Wong,7,243.13,0,1701.91
101202,2024-01-27,Latin America,Sporting Goods,Retail Store,Kimberly Morrison,9,146.06,20,1051.63
102421,2024-01-28,Europe,Apparel,Partner Reseller,Nicole Collins,9,107.95,10,874.4
100377,2024-01-28,Asia Pacific,Sporting Goods,Partner Reseller,Paula Bradley,3,269.28,10,727.06
103950,2024-01-29,Asia Pacific,Sporting Goods,Partner Reseller,Robert Cooper,5,407.63,0,2038.15
104417,2024-01-29,Latin America,Electronics,Online,Emily Bullock,10,933.92,5,8872.24
101970,2024-01-29,Middle East & Africa,Home & Garden,Retail Store,Joseph Mayer,10,163.08,15,1386.18
104507,2024-01-29,Asia Pacific,Home & Garden,Partner Reseller,Rachel Curry,2,74.03,10,133.25
101576,2024-01-29,North America,Office Supplies,Online,Jennifer Jenkins,8,106.74,10,768.53
102719,2024-01-29,Latin America,Electronics,Online,Justin Mcbride,1,666.73,10,600.06
101047,2024-01-29,Asia Pacific,Home & Garden,Partner Reseller,James Martin,2,306.73,0,613.46
100237,2024-01-29,Latin America,Sporting Goods,Retail Store,David Davis,2,219.68,0,439.36
104486,2024-01-30,Europe,Electronics,Partner Reseller,Philip Cummings,1,989.27,0,989.27
103668,2024-01-30,Middle East & Africa,Office Supplies,Online,Andrew Phelps,5,166.8,10,750.6
102975,2024-01-30,Asia Pacific,Home & Garden,Partner Reseller,Shawn Fleming,4,346.33,0,1385.32
101201,2024-01-30,Asia Pacific,Sporting Goods,Retail Store,Michele Holland,9,378.15,0,3403.35
105565,2024-01-30,North America,Electronics,Partner Reseller,Ralph Rodriguez,1,371.46,20,297.17
101696,2024-01-31,Middle East & Africa,Sporting Goods,Retail Store,Michael Ortega,4,32.88,0,131.52
104196,2024-01-31,Middle East & Africa,Electronics,Partner Reseller,Mrs. Laurie Williams MD,10,948.4,0,9484.0
100312,2024-01-31,Middle East & Africa,Apparel,Partner Reseller,Shannon Ramsey,7,43.68,0,305.76
100098,2024-01-31,Latin America,Sporting Goods,Partner Reseller,Jessica Smith,4,144.41,20,462.11
103925,2024-01-31,Asia Pacific,Electronics,Online,Kevin Walter,6,811.59,0,4869.54
101502,2024-01-31,North America,Home & Garden,Online,Cindy Cannon,3,200.23,15,510.59
102397,2024-01-31,Latin America,Sporting Goods,Retail Store,David Martin,12,41.08,15,419.02
104888,2024-01-31,Asia Pacific,Electronics,Partner Reseller,Anita Pitts,6,551.21,5,3141.9
100874,2024-01-31,Asia Pacific,Home & Garden,Partner Reseller,Jesse Lynch,3,72.84,0,218.52
101969,2024-02-01,Latin America,Office Supplies,Partner Reseller,Thomas Kelly,9,101.93,5,871.5
100901,2024-02-01,Europe,Sporting Goods,Online,David Reed,3,395.89,0,1187.67
105646,2024-02-01,Europe,Home & Garden,Online,Emily Brady,1,339.69,0,339.69
100515,2024-02-01,North America,Electronics,Retail Store,Dr. Kelly Hammond DVM,11,941.23,15,8800.5
100356,2024-02-01,North America,Electronics,Partner Reseller,Jesse Perry,10,1142.37,0,11423.7
105299,2024-02-02,Latin America,Apparel,Retail Store,Amber Williams,9,122.2,10,989.82
102413,2024-02-02,Latin America,Electronics,Partner Reseller,Lisa Morgan,4,1062.46,0,4249.84
100878,2024-02-02,Europe,Home & Garden,Online,Michelle Jackson,1,257.37,10,231.63
104099,2024-02-02,Latin America,Electronics,Online,Jordan Calhoun MD,9,595.92,15,4558.79
102080,2024-02-02,Latin America,Home & Garden,Partner Reseller,Jessica Lucas,4,111.29,15,378.39
103962,2024-02-03,North America,Home & Garden,Partner Reseller,Nicole Chung,2,156.68,0,313.36
105774,2024-02-03,Latin America,Electronics,Partner Reseller,Nathan Burke,1,900.19,5,855.18
100557,2024-02-04,Europe,Home & Garden,Online,Gary Wells,12,111.13,0,1333.56
101159,2024-02-04,Asia Pacific,Home & Garden,Retail Store,Kara Sandoval,10,328.36,5,3119.42
102829,2024-02-04,Middle East & Africa,Home & Garden,Partner Reseller,Barbara Willis,12,195.65,15,1995.63
101454,2024-02-05,Middle East & Africa,Apparel,Online,Dawn Little,9,20.23,0,182.07
103695,2024-02-05,Europe,Office Supplies,Online,Sarah Martin,6,61.43,15,313.29
105438,2024-02-05,North America,Sporting Goods,Partner Reseller,Kayla Moore,8,180.64,10,1300.61
103503,2024-02-05,Latin America,Electronics,Online,Sarah Taylor,10,315.67,5,2998.87
101435,2024-02-05,Latin America,Office Supplies,Retail Store,Melinda Mitchell,9,147.2,15,1126.08
103654,2024-02-05,Europe,Apparel,Retail Store,Jacqueline Kennedy,9,147.68,0,1329.12
102418,2024-02-06,Asia Pacific,Office Supplies,Online,Jason Hardy,11,92.69,15,866.65
101233,2024-02-06,Latin America,Electronics,Online,Kristin Andrews,8,1071.44,15,7285.79
100974,2024-02-06,Asia Pacific,Apparel,Retail Store,Taylor Taylor,9,100.78,20,725.62
100290,2024-02-06,North America,Office Supplies,Online,David Smith,12,155.32,10,1677.46
103382,2024-02-06,Middle East & Africa,Apparel,Partner Reseller,Dennis Spencer,8,112.84,20,722.18
101339,2024-02-06,Middle East & Africa,Home & Garden,Online,Miss Kelly Dawson,3,310.08,20,744.19
100100,2024-02-07,North America,Apparel,Partner Reseller,Sandra Aguilar,6,42.83,0,256.98
103488,2024-02-07,Asia Pacific,Home & Garden,Online,Emily Pearson,9,238.14,10,1928.93
101300,2024-02-07,Asia Pacific,Home & Garden,Partner Reseller,Kristy Smith,4,39.24,20,125.57
101247,2024-02-08,North America,Electronics,Partner Reseller,Aaron Carlson,7,386.76,0,2707.32
103841,2024-02-08,Middle East & Africa,Office Supplies,Online,David Rodriguez,1,47.54,0,47.54
103794,2024-02-08,North America,Electronics,Online,Jennifer Hernandez,8,519.75,5,3950.1
105675,2024-02-09,North America,Apparel,Online,Joyce Kelly,7,119.01,0,833.07
100764,2024-02-09,Europe,Apparel,Retail Store,Jorge Stone,8,60.05,10,432.36
101288,2024-02-09,Asia Pacific,Home & Garden,Partner Reseller,Jamie Solomon,12,264.55,0,3174.6
102010,2024-02-09,Asia Pacific,Office Supplies,Online,Kyle Collins,2,75.85,0,151.7
102182,2024-02-09,North America,Office Supplies,Retail Store,Christopher Hanna,1,91.54,0,91.54
101019,2024-02-09,Middle East & Africa,Sporting Goods,Retail Store,Lisa Mills,6,468.09,10,2527.69
103384,2024-02-09,Middle East & Africa,Home & Garden,Partner Reseller,Jeffrey Vaughn,9,352.51,0,3172.59
100042,2024-02-10,Europe,Apparel,Partner Reseller,Sherry Decker,2,74.77,5,142.06
105173,2024-02-10,Latin America,Apparel,Online,John Clark,3,136.14,0,408.42
102241,2024-02-10,Asia Pacific,Home & Garden,Partner Reseller,Curtis Obrien,5,217.84,0,1089.2
105525,2024-02-10,Europe,Home & Garden,Partner Reseller,Mr. Gregory Hart,4,124.37,0,497.48
104010,2024-02-10,Asia Pacific,Apparel,Online,Brendan Kelly,2,39.49,0,78.98
103663,2024-02-11,Europe,Sporting Goods,Partner Reseller,Leah Walters,4,101.47,20,324.7
101903,2024-02-11,Latin America,Home & Garden,Partner Reseller,Rebecca Dougherty,2,197.45,15,335.66
104742,2024-02-11,Asia Pacific,Sporting Goods,Retail Store,Brent Scott,4,202.35,20,647.52
105090,2024-02-12,Latin America,Office Supplies,Online,Micheal Austin,2,119.11,15,202.49
100856,2024-02-12,Latin America,Office Supplies,Online,Elizabeth Holmes,11,26.22,10,259.58
102858,2024-02-12,Latin America,Apparel,Partner Reseller,Samantha Robinson,4,68.38,0,273.52
101650,2024-02-12,Europe,Sporting Goods,Partner Reseller,Christopher Rivera,4,319.48,5,1214.02
100285,2024-02-12,Latin America,Home & Garden,Partner Reseller,Elaine Brooks,2,244.09,0,488.18
105065,2024-02-13,Latin America,Electronics,Partner Reseller,Mr. Joseph Bush,2,822.94,0,1645.88
102297,2024-02-13,Asia Pacific,Sporting Goods,Partner Reseller,Brent Dawson,11,457.12,5,4776.9
100145,2024-02-13,Europe,Electronics,Partner Reseller,Joyce Solis,7,705.04,10,4441.75
101402,2024-02-13,Middle East & Africa,Sporting Goods,Online,Robert Rogers,6,225.01,20,1080.05
100628,2024-02-13,Asia Pacific,Home & Garden,Retail Store,Joseph Wilson,7,26.97,20,151.03
100291,2024-02-13,Asia Pacific,Office Supplies,Online,Stephanie Byrd,7,30.55,0,213.85
101030,2024-02-13,Middle East & Africa,Electronics,Partner Reseller,Douglas Vasquez,5,746.66,0,3733.3
102899,2024-02-14,Latin America,Home & Garden,Online,Brittany Rios,1,86.16,5,81.85
105238,2024-02-14,Middle East & Africa,Office Supplies,Online,Jeffery Jordan,7,146.07,10,920.24
103910,2024-02-15,Europe,Home & Garden,Retail Store,Amy Jenkins,2,161.74,0,323.48
104979,2024-02-15,Europe,Home & Garden,Partner Reseller,Steven Gardner,6,262.07,0,1572.42
103423,2024-02-15,Europe,Office Supplies,Online,Ryan Guerrero,12,153.49,5,1749.79
101780,2024-02-15,Europe,Home & Garden,Online,Daniel Campbell,12,92.36,0,1108.32
104747,2024-02-15,Asia Pacific,Electronics,Online,Teresa Allen,4,159.53,15,542.4
103388,2024-02-15,North America,Sporting Goods,Retail Store,Stephanie Vargas,8,433.23,0,3465.84
102857,2024-02-15,Europe,Apparel,Online,Erika Brown,8,89.15,0,713.2
105738,2024-02-15,North America,Sporting Goods,Online,Zachary Mckay,12,280.64,10,3030.91
102417,2024-02-15,Latin America,Apparel,Retail Store,Kenneth Walsh,6,22.94,10,123.88
102467,2024-02-16,Middle East & Africa,Home & Garden,Partner Reseller,Kevin Marshall,12,368.73,20,3539.81
105292,2024-02-16,Middle East & Africa,Office Supplies,Partner Reseller,Jamie Miller,6,25.7,0,154.2
103959,2024-02-16,Middle East & Africa,Home & Garden,Online,Margaret Edwards,8,385.71,0,3085.68
101273,2024-02-16,Latin America,Home & Garden,Online,Raymond Quinn,8,242.76,0,1942.08
105099,2024-02-16,Latin America,Electronics,Retail Store,Aaron Morgan,7,895.23,0,6266.61
104838,2024-02-16,Asia Pacific,Apparel,Online,Susan Johnson,9,148.6,0,1337.4
101013,2024-02-16,Asia Pacific,Electronics,Online,Dr. Rhonda Martinez,9,1137.96,0,10241.64
101416,2024-02-16,Europe,Electronics,Online,Mark Anderson,8,1159.44,20,7420.42
105604,2024-02-16,Asia Pacific,Home & Garden,Partner Reseller,Joshua Love,10,54.58,0,545.8
100610,2024-02-16,North America,Sporting Goods,Online,Samantha Robertson,5,435.7,0,2178.5
104057,2024-02-16,Middle East & Africa,Electronics,Online,Victoria Benitez,10,128.84,10,1159.56
105580,2024-02-16,Asia Pacific,Apparel,Partner Reseller,Brian Lewis,11,127.34,0,1400.74
103637,2024-02-16,Latin America,Home & Garden,Retail Store,Kimberly White,3,343.9,20,825.36
101349,2024-02-16,Asia Pacific,Electronics,Online,Suzanne Bailey,2,913.8,0,1827.6
100599,2024-02-17,Asia Pacific,Home & Garden,Retail Store,Susan Thompson,12,158.17,20,1518.43
104317,2024-02-17,North America,Electronics,Online,Jennifer Carpenter,6,486.58,20,2335.58
100335,2024-02-17,Asia Pacific,Apparel,Online,Andrea Hubbard,2,72.15,10,129.87
100168,2024-02-17,Europe,Apparel,Partner Reseller,Joel Williams,5,86.89,5,412.73
105161,2024-02-17,Asia Pacific,Electronics,Retail Store,Nicole Bright,8,982.14,0,7857.12
103409,2024-02-17,Latin America,Office Supplies,Online,Alyssa Orr,7,108.78,10,685.31
103967,2024-02-17,Asia Pacific,Apparel,Online,Sherri Sullivan,5,132.45,15,562.91
104216,2024-02-18,North America,Apparel,Partner Reseller,Renee Shields,5,98.6,5,468.35
101826,2024-02-18,Europe,Electronics,Partner Reseller,Joy Jackson,10,485.69,0,4856.9
105016,2024-02-18,Latin America,Home & Garden,Online,Andrew Jacobs,4,368.11,10,1325.2
103874,2024-02-18,North America,Sporting Goods,Online,Mary Meyer,5,437.66,0,2188.3
101794,2024-02-18,Asia Pacific,Sporting Goods,Partner Reseller,Cassandra Vasquez,8,132.11,5,1004.04
101422,2024-02-18,Latin America,Home & Garden,Online,Kristy Mills,4,375.17,0,1500.68
102203,2024-02-19,North America,Home & Garden,Retail Store,James Miller,7,295.34,20,1653.9
101072,2024-02-19,Asia Pacific,Home & Garden,Online,Catherine Davis,2,314.96,0,629.92
102939,2024-02-19,Middle East & Africa,Electronics,Retail Store,Brian Miller,2,634.63,15,1078.87
102365,2024-02-20,Latin America,Home & Garden,Partner Reseller,Michael Lucas,3,306.4,10,827.28
101866,2024-02-20,Europe,Apparel,Online,Samuel Ellis,9,11.33,15,86.67
104843,2024-02-20,North America,Apparel,Partner Reseller,Kathryn White,11,91.83,20,808.1
100472,2024-02-20,Latin America,Home & Garden,Online,Lori Ingram,2,56.2,10,101.16
101548,2024-02-20,Europe,Apparel,Partner Reseller,Christopher Campbell,9,111.71,0,1005.39
102776,2024-02-21,Latin America,Apparel,Partner Reseller,Jenny Gray,7,105.99,5,704.83
105983,2024-02-21,Asia Pacific,Apparel,Retail Store,Christopher Dalton,1,13.33,0,13.33
104389,2024-02-21,Latin America,Office Supplies,Retail Store,Breanna Mccall,1,173.34,0,173.34
100058,2024-02-22,Asia Pacific,Apparel,Retail Store,Brent Jordan,9,32.08,15,245.41
100514,2024-02-22,North America,Apparel,Partner Reseller,Angelica Parker,9,108.23,10,876.66
100486,2024-02-22,Latin America,Home & Garden,Partner Reseller,Monica Miller,6,337.89,10,1824.61
104089,2024-02-22,Europe,Sporting Goods,Partner Reseller,Jennifer Ferguson,4,238.34,5,905.69
102837,2024-02-22,North America,Office Supplies,Partner Reseller,Susan Jones,7,152.35,0,1066.45
100347,2024-02-22,North America,Home & Garden,Retail Store,Victor Brown,11,389.37,0,4283.07
105954,2024-02-22,North America,Electronics,Retail Store,Gina Brennan,10,900.6,0,9006.0
105094,2024-02-22,Middle East & Africa,Apparel,Retail Store,Sonya Williams,8,144.1,20,922.24
102283,2024-02-23,Asia Pacific,Home & Garden,Retail Store,Diane Davis DDS,6,322.62,0,1935.72
101194,2024-02-23,Asia Pacific,Electronics,Partner Reseller,Sharon Newton,10,910.4,0,9104.0
100334,2024-02-23,Latin America,Office Supplies,Retail Store,Dana Martinez,3,11.32,15,28.87
100029,2024-02-23,North America,Office Supplies,Retail Store,Anthony Rodriguez,3,154.34,15,393.57
104393,2024-02-23,Europe,Sporting Goods,Online,Brianna Martinez,3,482.72,20,1158.53
100957,2024-02-24,North America,Home & Garden,Online,Daniel Fox,2,79.26,0,158.52
104676,2024-02-24,Latin America,Electronics,Online,Nicole Williams,11,928.48,0,10213.28
102606,2024-02-24,Latin America,Sporting Goods,Partner Reseller,Melissa Brewer,5,27.61,15,117.34
102231,2024-02-25,Europe,Sporting Goods,Online,Johnny Mcmillan,9,356.64,0,3209.76
102644,2024-02-25,Middle East & Africa,Home & Garden,Partner Reseller,Robin Smith,12,339.65,0,4075.8
101465,2024-02-25,Latin America,Apparel,Online,Dr. Nicole Trujillo,8,32.9,5,250.04
